EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,SalaryBand,TotalWorkingYears,YearsAtCompany,YearsInRole,NumCompaniesWorked,TrainingTimesLastYear,PromotionsLast5Years,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,OverTime,MaritalStatus,DistanceFromHome,Education,StockOptionLevel,Attrition
E201453,59,Male,IT,Finance Analyst,49583,High,20,8,14,7,8,0,3,4,4,3,Yes,Married,47,Master,0,Yes
E201454,50,Female,Sales,Data Analyst,143240,Low,30,17,14,8,4,1,1,4,2,4,No,Married,2,Below College,2,Yes
E201455,53,Female,Finance,Human Resources,28076,High,26,16,4,8,9,0,3,4,4,1,Yes,Single,1,Bachelor,1,Yes
E201456,43,Female,Sales,Human Resources,38006,Low,36,10,12,9,1,0,2,3,4,1,No,Divorced,4,Bachelor,1,Yes
E201457,54,Male,Finance,Manager,35051,Low,1,0,13,2,3,0,4,3,2,2,Yes,Divorced,8,Below College,2,Yes
E201458,25,Male,IT,Team Lead,24314,Low,8,16,10,7,3,0,4,4,2,3,No,Single,49,Below College,2,No
E201459,38,Female,Marketing,Developer,48670,Low,18,3,3,0,4,0,2,4,3,4,No,Single,29,Doctor,0,Yes
E201460,49,Male,Finance,Team Lead,120757,High,35,3,4,6,7,1,2,2,4,2,Yes,Divorced,18,Master,1,No
E201461,26,Female,Marketing,Research Scientist,87551,High,9,13,11,4,4,1,4,4,1,4,Yes,Married,55,Below College,2,Yes
E201462,29,Female,Finance,Human Resources,144920,High,39,8,3,1,0,0,2,4,2,1,Yes,Married,37,Below College,0,No
E201463,51,Male,R&D,Sales Executive,30236,Medium,38,12,0,1,1,1,1,1,2,1,No,Single,31,Master,1,No
E201464,53,Female,IT,Human Resources,55568,High,6,15,2,7,2,1,1,4,3,3,No,Married,6,Below College,0,No
E201465,47,Male,HR,Data Analyst,80314,High,3,0,7,4,2,1,3,1,3,4,Yes,Single,44,Doctor,1,Yes
E201466,34,Female,Marketing,Sales Executive,127327,Medium,14,2,6,2,9,1,3,4,3,4,Yes,Divorced,24,Doctor,1,No
E201467,49,Male,HR,Data Analyst,144673,Low,11,18,11,0,5,0,3,1,4,1,No,Married,48,Master,0,No
E201468,56,Female,IT,Laboratory Technician,130188,Low,5,7,14,6,8,0,1,4,4,3,Yes,Divorced,41,College,0,Yes
E201469,48,Female,HR,Manager,111903,Low,8,17,6,2,9,1,4,2,4,2,No,Married,15,Doctor,1,No
E201470,41,Male,IT,Human Resources,36352,Medium,34,5,10,6,0,0,3,3,2,3,Yes,Married,40,Bachelor,1,No
E201471,23,Female,HR,Manager,145721,High,7,19,2,1,5,0,1,1,3,2,Yes,Married,12,Bachelor,0,Yes
E201472,39,Female,Marketing,Finance Analyst,148219,High,6,5,8,3,8,0,4,3,2,2,Yes,Single,46,College,2,Yes
E201473,51,Male,R&D,Data Analyst,65650,High,3,4,14,1,3,0,2,2,1,1,No,Divorced,49,Doctor,0,Yes
E201474,55,Female,HR,Research Scientist,30346,High,12,11,5,3,9,1,1,4,4,2,Yes,Single,14,Below College,2,Yes
E201475,23,Male,Marketing,Research Scientist,45156,Medium,18,8,7,4,2,1,2,4,2,4,No,Single,27,College,0,No
E201476,46,Female,Finance,Finance Analyst,75904,High,6,8,7,7,5,1,3,2,1,1,No,Divorced,52,Below College,2,No
E201477,36,Male,IT,Laboratory Technician,34035,Low,9,16,2,1,5,0,4,3,2,3,Yes,Divorced,37,Bachelor,2,Yes
E201478,31,Female,Sales,Research Scientist,142141,Medium,24,18,3,9,1,1,1,3,1,3,Yes,Single,13,College,1,No
E201479,41,Female,Sales,Data Analyst,36108,Medium,34,16,13,2,4,1,3,3,2,2,No,Single,57,Doctor,0,No
E201480,36,Female,IT,Research Scientist,149031,Low,24,15,5,9,0,1,3,3,2,4,Yes,Single,38,Bachelor,0,Yes
E201481,29,Male,R&D,Finance Analyst,22853,Low,28,11,1,4,8,1,4,1,4,3,Yes,Divorced,46,Doctor,0,No
E201482,20,Male,HR,Sales Executive,104156,High,11,2,11,8,8,0,2,3,2,2,No,Single,38,Below College,2,No
E201483,41,Male,R&D,Manager,24176,Low,39,13,11,9,2,1,3,1,2,3,Yes,Divorced,3,Doctor,2,Yes
E201484,45,Male,Sales,Developer,120459,Medium,11,16,10,4,4,0,4,2,3,4,No,Single,16,College,1,No
E201485,37,Female,Marketing,Data Analyst,45920,Medium,5,15,11,8,2,0,4,4,2,2,No,Divorced,12,Below College,2,Yes
E201486,33,Female,IT,Manager,74850,Medium,9,11,6,3,6,1,1,1,4,4,No,Single,14,College,0,No
E201487,48,Male,IT,Team Lead,26829,High,1,1,1,9,0,0,3,3,2,2,No,Married,34,Below College,2,No
E201488,31,Male,R&D,Research Scientist,143225,High,24,7,10,4,4,0,2,4,4,4,No,Married,50,College,2,Yes
E201489,55,Male,Marketing,Research Scientist,120190,Low,6,11,4,8,5,1,2,1,3,3,Yes,Divorced,31,Bachelor,1,No
E201490,54,Female,R&D,Laboratory Technician,124775,High,39,15,11,3,6,1,3,4,4,3,No,Divorced,39,College,2,Yes
E201491,31,Male,HR,Manager,110666,High,22,7,3,4,2,1,2,2,3,4,No,Married,5,Bachelor,0,Yes
E201492,26,Male,Finance,Team Lead,138458,Medium,10,15,8,4,6,1,4,3,3,3,Yes,Divorced,12,Master,0,Yes
E201493,48,Female,Marketing,Research Scientist,130893,Medium,35,9,12,3,3,1,4,2,3,3,No,Divorced,26,Doctor,0,No
E201494,30,Female,Finance,Laboratory Technician,93927,Low,22,19,12,3,9,0,3,4,3,2,No,Married,17,Below College,0,No
E201495,52,Male,HR,Manager,104860,Medium,6,14,14,4,5,1,2,2,3,4,Yes,Single,44,Doctor,1,Yes
E201496,25,Female,Finance,Laboratory Technician,138178,High,26,3,1,5,4,0,4,3,4,2,Yes,Divorced,53,Bachelor,1,Yes
E201497,34,Male,Sales,Manager,131654,Low,12,14,6,6,3,0,3,1,3,3,Yes,Divorced,11,Bachelor,0,Yes
E201498,51,Female,Finance,Human Resources,60667,Low,16,3,12,5,5,1,4,2,3,3,No,Single,33,Bachelor,0,No
E201499,30,Male,HR,Human Resources,85842,Medium,31,10,6,0,2,0,3,3,3,1,No,Single,41,College,2,Yes
E201500,42,Male,Finance,Finance Analyst,55843,Medium,25,5,6,1,2,0,1,4,3,4,No,Divorced,40,Doctor,2,No
E201501,45,Male,IT,Data Analyst,70808,Medium,21,3,0,6,4,1,1,2,3,4,Yes,Divorced,46,Bachelor,2,Yes
E201502,53,Male,R&D,Laboratory Technician,50543,Low,12,8,7,2,4,1,3,1,1,2,No,Single,4,Master,2,No
E201503,53,Female,Sales,Finance Analyst,92780,Medium,11,8,1,9,8,0,1,2,2,4,No,Divorced,32,Bachelor,2,No
E201504,48,Female,IT,Laboratory Technician,26611,High,6,2,14,1,3,0,1,4,2,2,No,Single,31,Doctor,0,No
E201505,23,Female,IT,Research Scientist,108242,Low,0,4,14,5,4,0,2,4,3,3,Yes,Single,11,Bachelor,2,No
E201506,36,Female,HR,Developer,104612,Medium,32,14,4,3,8,0,1,4,3,1,Yes,Divorced,17,Bachelor,2,No
E201507,54,Male,R&D,Laboratory Technician,66902,High,13,8,1,4,3,0,2,2,1,3,Yes,Divorced,27,Below College,2,No
E201508,32,Male,R&D,Research Scientist,136452,High,16,1,12,5,2,1,1,2,3,2,Yes,Single,8,Bachelor,1,Yes
E201509,58,Female,Marketing,Team Lead,53043,Medium,3,2,4,2,6,1,1,2,1,2,No,Divorced,21,Doctor,1,Yes
E201510,34,Female,Sales,Human Resources,25271,High,38,11,6,0,6,1,4,1,2,1,No,Single,33,Below College,1,Yes
E201511,48,Female,HR,Finance Analyst,92867,Low,0,15,5,2,7,1,3,3,4,3,No,Married,50,Below College,0,No
E201512,48,Female,Sales,Developer,97089,Low,23,4,12,2,3,0,1,2,2,4,Yes,Married,5,Bachelor,1,No
E201513,30,Female,Marketing,Human Resources,78745,High,33,9,14,5,3,1,3,1,4,1,No,Single,32,Bachelor,2,No
E201514,51,Male,Finance,Finance Analyst,116876,Low,33,14,11,3,8,1,3,4,4,4,No,Single,25,Master,2,Yes
E201515,21,Male,IT,Developer,82077,Medium,23,13,4,6,9,0,4,2,4,3,No,Divorced,58,Doctor,2,No
E201516,33,Male,Sales,Sales Executive,79119,High,14,13,3,1,6,0,3,2,3,1,No,Single,8,Doctor,0,Yes
E201517,39,Female,IT,Research Scientist,31573,Low,16,12,7,3,2,0,3,2,1,3,Yes,Single,27,College,1,Yes
E201518,41,Female,HR,Sales Executive,41409,Medium,12,15,10,7,8,1,1,1,4,3,No,Divorced,26,College,1,Yes
E201519,30,Female,Finance,Research Scientist,105970,Medium,6,7,13,5,4,1,4,2,1,4,Yes,Divorced,40,Doctor,2,No
E201520,46,Female,HR,Manager,44464,Low,8,7,7,9,3,0,3,2,2,4,No,Married,29,Bachelor,2,Yes
E201521,22,Male,Finance,Data Analyst,138148,High,34,16,0,2,0,0,1,3,4,4,Yes,Single,9,Below College,1,Yes
E201522,36,Male,Finance,Developer,62840,Medium,22,16,9,9,8,1,4,1,2,3,Yes,Single,18,Master,1,No
E201523,47,Female,IT,Sales Executive,68785,Medium,38,2,1,1,5,0,1,3,1,2,Yes,Married,7,Bachelor,2,Yes
E201524,48,Male,HR,Data Analyst,138523,Medium,22,0,2,2,1,0,4,3,1,3,No,Single,42,Below College,1,Yes
E201525,40,Male,HR,Developer,40662,Medium,25,16,12,0,6,0,4,3,2,2,Yes,Divorced,21,Doctor,1,Yes
E201526,35,Female,Sales,Finance Analyst,38228,High,0,15,0,0,2,1,2,3,1,1,Yes,Single,16,Bachelor,0,No
E201527,56,Female,HR,Manager,80721,Low,13,16,10,1,5,1,2,4,2,4,No,Divorced,3,Master,2,No
E201528,39,Female,Sales,Finance Analyst,69223,Low,31,1,2,2,7,1,2,2,1,4,No,Single,32,College,1,No
E201529,25,Female,R&D,Research Scientist,27386,Low,9,13,9,8,2,0,3,3,3,3,No,Married,10,Below College,0,No
E201530,38,Female,R&D,Data Analyst,26862,Medium,0,6,11,7,4,0,1,1,2,2,No,Divorced,32,Bachelor,0,Yes
E201531,24,Female,R&D,Developer,60108,High,4,18,7,8,5,1,4,2,4,1,Yes,Divorced,8,Master,0,No
E201532,22,Male,Marketing,Laboratory Technician,111788,Low,2,0,3,6,0,0,1,3,4,3,Yes,Married,32,Bachelor,0,No
E201533,20,Male,HR,Data Analyst,95023,High,26,16,12,6,9,0,3,3,4,1,No,Divorced,50,Doctor,0,Yes
E201534,57,Female,Marketing,Team Lead,133365,Low,21,9,12,4,6,1,2,1,1,2,Yes,Married,4,Below College,0,Yes
E201535,34,Male,HR,Sales Executive,125939,Medium,17,5,6,6,3,0,2,4,2,4,Yes,Single,29,Doctor,0,No
E201536,53,Female,Sales,Developer,100140,Low,15,6,6,3,9,0,1,1,1,4,Yes,Married,12,Doctor,2,Yes
E201537,54,Female,Marketing,Human Resources,102963,Medium,1,5,10,4,6,0,1,4,4,2,Yes,Single,53,College,2,Yes
E201538,44,Female,Marketing,Human Resources,47201,Medium,12,4,4,0,6,0,4,4,3,4,Yes,Divorced,37,Doctor,2,No
E201539,43,Female,Marketing,Research Scientist,88578,Low,15,1,11,3,4,1,1,4,4,3,No,Divorced,36,Master,0,No
E201540,31,Male,Finance,Data Analyst,69966,High,7,17,0,2,7,0,4,3,4,2,No,Married,51,Below College,1,Yes
E201541,37,Female,Sales,Data Analyst,74774,Medium,7,16,9,1,7,1,4,3,4,4,No,Single,19,College,0,Yes
E201542,34,Male,R&D,Human Resources,30386,High,9,6,3,1,4,1,2,4,3,2,No,Married,37,Bachelor,2,No
E201543,35,Female,Sales,Data Analyst,97228,Low,32,18,6,7,4,1,1,4,3,1,No,Divorced,47,Doctor,2,No
E201544,46,Female,Finance,Data Analyst,142020,Medium,30,6,13,0,6,1,2,3,2,3,No,Divorced,31,Bachelor,0,No
E201545,27,Female,HR,Research Scientist,35225,High,11,6,4,7,5,0,4,4,3,3,No,Single,44,College,2,Yes
E201546,44,Male,Sales,Sales Executive,36693,Medium,8,15,1,8,3,0,2,3,2,3,Yes,Single,26,Bachelor,1,Yes
E201547,36,Female,Marketing,Team Lead,92197,Low,36,11,13,5,1,1,2,4,3,4,No,Divorced,45,Master,1,Yes
E201548,48,Female,R&D,Sales Executive,63021,Medium,8,14,7,0,7,1,4,3,2,1,Yes,Divorced,6,College,1,No
E201549,27,Female,R&D,Team Lead,138915,Low,17,14,1,9,2,1,3,1,4,4,Yes,Single,29,Below College,0,No
E201550,34,Male,HR,Laboratory Technician,38261,High,29,10,10,6,1,1,3,4,3,4,Yes,Married,17,Below College,2,No
E201551,46,Male,Sales,Sales Executive,47378,Medium,31,1,7,4,9,0,1,4,1,2,Yes,Married,59,Below College,2,No
E201552,26,Male,Finance,Manager,137174,High,39,2,12,8,6,1,2,1,1,3,Yes,Single,20,Below College,1,No
E201553,22,Female,HR,Laboratory Technician,141574,Low,22,18,10,6,9,1,1,2,2,4,No,Single,42,College,2,Yes
E201554,48,Male,Sales,Team Lead,106755,Low,10,19,1,4,5,0,2,4,3,3,Yes,Single,46,College,0,Yes
E201555,43,Female,IT,Team Lead,31937,High,19,14,10,1,7,1,1,2,3,1,No,Divorced,47,College,1,Yes
E201556,22,Male,R&D,Laboratory Technician,86330,High,18,15,4,3,5,0,1,1,1,1,No,Married,10,Doctor,0,Yes
E201557,39,Male,Finance,Team Lead,67366,Low,35,0,3,1,6,0,4,4,3,3,No,Single,6,College,0,Yes
E201558,34,Female,Marketing,Developer,92322,High,25,14,0,8,1,0,3,2,3,3,Yes,Married,48,College,2,Yes
E201559,44,Male,Finance,Manager,122318,Low,9,11,13,1,9,1,3,4,2,1,Yes,Divorced,32,College,0,No
E201560,49,Female,Marketing,Developer,60160,High,23,6,11,1,1,0,3,4,4,1,No,Divorced,2,Below College,1,No
E201561,33,Female,Finance,Team Lead,65313,Low,12,6,7,1,5,0,4,3,1,4,No,Single,10,Master,0,No
E201562,26,Male,R&D,Sales Executive,123657,Low,33,10,9,0,8,1,3,2,4,1,No,Single,37,Below College,2,No
E201563,36,Female,Marketing,Developer,121711,Medium,28,19,11,8,2,1,4,3,3,4,No,Single,27,Master,0,Yes
E201564,39,Female,Sales,Sales Executive,47032,Low,35,10,2,7,9,1,2,3,3,1,No,Single,41,Master,0,Yes
E201565,55,Male,Marketing,Laboratory Technician,111963,Low,6,16,12,1,7,1,4,2,2,4,Yes,Married,19,Master,2,Yes
E201566,28,Male,HR,Data Analyst,37358,Medium,29,2,3,1,4,0,1,2,4,2,No,Single,51,Below College,2,No
E201567,57,Female,Sales,Finance Analyst,143927,Medium,16,15,3,4,5,1,1,3,4,2,No,Married,41,Doctor,2,No
E201568,41,Male,HR,Team Lead,81710,High,12,4,4,3,5,0,2,4,2,4,No,Divorced,16,Bachelor,2,No
E201569,21,Female,Finance,Finance Analyst,115326,High,23,1,2,1,9,0,2,4,4,3,No,Divorced,51,Doctor,2,Yes
E201570,43,Female,Sales,Manager,106157,Low,30,6,8,7,2,1,1,1,2,2,Yes,Married,20,Below College,2,Yes
E201571,27,Male,Finance,Sales Executive,68821,High,26,9,3,7,4,1,3,4,2,1,No,Married,57,Master,2,No
E201572,30,Male,IT,Developer,48365,High,20,4,13,3,0,1,3,2,3,3,No,Single,36,Bachelor,0,No
E201573,32,Male,Finance,Finance Analyst,33189,Low,0,14,9,3,1,1,3,2,3,1,Yes,Single,5,Doctor,0,No
E201574,36,Male,Finance,Research Scientist,96749,Medium,14,11,14,8,9,0,2,1,3,2,No,Single,18,College,0,No
E201575,27,Female,HR,Team Lead,27248,Medium,2,9,10,3,2,1,1,2,2,1,Yes,Divorced,8,Doctor,1,No
E201576,40,Female,Marketing,Finance Analyst,24369,Low,5,16,10,9,3,0,4,3,3,4,Yes,Married,13,Below College,2,No
E201577,37,Male,IT,Developer,83763,Low,13,19,3,8,8,0,2,1,1,3,No,Married,41,Bachelor,0,Yes
E201578,49,Male,Finance,Developer,28050,Low,37,19,5,2,0,1,1,1,1,2,No,Married,10,College,2,No
E201579,37,Female,Finance,Manager,48605,Low,32,10,14,1,2,1,3,4,3,3,Yes,Married,36,Bachelor,1,Yes
E201580,50,Female,IT,Human Resources,69616,Low,37,7,7,7,2,1,3,4,2,4,Yes,Single,19,Bachelor,2,Yes
E201581,57,Female,IT,Research Scientist,74479,Low,7,14,12,2,5,0,3,3,1,2,No,Single,31,Doctor,0,No
E201582,51,Female,Sales,Finance Analyst,123719,High,25,1,6,1,4,0,1,3,3,1,No,Married,36,Master,1,Yes
E201583,30,Male,HR,Research Scientist,100934,High,14,16,3,7,2,0,3,4,1,3,Yes,Single,29,Doctor,2,No
E201584,44,Female,IT,Human Resources,60883,High,13,5,3,7,3,1,1,4,1,2,No,Divorced,45,College,1,No
E201585,52,Female,IT,Finance Analyst,53055,Medium,19,12,4,4,6,1,2,3,1,2,Yes,Single,23,Below College,2,No
E201586,57,Male,R&D,Research Scientist,88731,Low,18,7,9,8,2,1,4,4,4,4,No,Divorced,32,Doctor,1,No
E201587,27,Female,Marketing,Sales Executive,110987,Low,32,10,4,5,8,1,3,1,1,2,No,Divorced,49,Master,0,Yes
E201588,30,Female,IT,Developer,136680,High,35,14,11,4,7,1,2,3,3,2,Yes,Married,59,Master,2,Yes
E201589,41,Male,HR,Data Analyst,27450,Medium,23,12,0,2,1,1,2,4,1,4,Yes,Married,11,Doctor,2,No
E201590,43,Male,Marketing,Laboratory Technician,22925,High,9,17,12,6,4,1,1,2,3,1,No,Single,2,College,2,Yes
E201591,36,Male,Marketing,Team Lead,100051,Low,33,17,7,8,3,0,2,2,1,1,Yes,Married,32,Master,0,No
E201592,31,Female,Finance,Data Analyst,70272,Low,35,16,9,3,4,0,1,3,1,2,No,Divorced,58,Master,1,No
E201593,51,Female,Finance,Finance Analyst,25310,High,35,12,12,6,2,0,1,2,4,1,No,Divorced,5,College,0,No
E201594,34,Male,Finance,Finance Analyst,51817,High,15,2,4,2,9,0,2,2,1,4,Yes,Single,57,College,1,No
E201595,35,Male,Finance,Research Scientist,135134,Low,14,6,2,1,0,1,1,1,3,1,No,Divorced,31,College,2,No
E201596,41,Female,R&D,Developer,112944,High,17,11,2,0,7,1,1,3,4,2,No,Married,13,College,1,Yes
E201597,47,Male,IT,Human Resources,64528,Low,6,3,3,5,8,1,1,2,4,4,Yes,Single,22,Doctor,1,Yes
E201598,39,Male,Finance,Manager,133200,High,21,10,11,4,7,0,2,4,1,1,Yes,Single,35,Doctor,2,Yes
E201599,52,Male,Sales,Research Scientist,75779,Medium,31,13,6,1,3,1,4,3,1,3,Yes,Single,19,Bachelor,2,No
E201600,29,Female,Finance,Manager,104816,Low,18,17,4,2,1,0,1,3,2,3,No,Married,29,Bachelor,1,No
E201601,59,Female,IT,Laboratory Technician,102641,Medium,39,6,0,8,3,0,3,2,1,4,Yes,Divorced,23,Bachelor,2,Yes
E201602,51,Female,Finance,Research Scientist,104083,High,0,4,13,2,8,0,2,2,2,1,No,Married,19,Master,2,Yes
E201603,52,Female,R&D,Laboratory Technician,96310,Medium,34,15,11,6,9,1,2,1,3,2,Yes,Single,16,College,1,No
E201604,21,Female,HR,Team Lead,35457,High,4,10,12,0,8,1,1,4,1,3,No,Divorced,31,Doctor,0,No
E201605,52,Female,HR,Research Scientist,62311,Medium,11,2,4,6,4,0,2,1,1,1,No,Single,16,Doctor,0,No
E201606,52,Male,IT,Developer,23980,Medium,11,15,13,8,4,0,3,1,2,1,Yes,Married,26,College,2,No
E201607,32,Female,HR,Developer,40886,Medium,20,10,4,7,9,1,4,4,2,2,No,Single,3,Bachelor,1,Yes
E201608,49,Female,HR,Finance Analyst,97112,Low,18,9,5,6,2,0,2,2,4,2,No,Married,58,Master,2,Yes
E201609,52,Male,Sales,Team Lead,70877,Medium,8,1,13,9,5,1,2,1,4,1,Yes,Single,23,Doctor,0,No
E201610,32,Female,IT,Finance Analyst,143573,High,35,15,6,7,6,0,2,3,1,2,No,Single,57,Below College,0,Yes
E201611,45,Female,IT,Manager,117427,High,31,16,4,3,9,1,1,1,3,4,No,Single,9,Master,1,Yes
E201612,41,Male,HR,Data Analyst,56181,Low,34,9,14,1,8,0,3,4,4,3,No,Married,51,Master,1,No
E201613,58,Male,HR,Human Resources,53262,Low,30,17,12,8,6,1,4,1,4,3,No,Married,24,Bachelor,0,Yes
E201614,21,Male,HR,Team Lead,20947,High,31,11,10,2,2,0,3,1,4,1,No,Married,33,College,1,No
E201615,57,Female,Marketing,Human Resources,20022,Medium,36,7,13,3,6,1,3,3,2,1,No,Married,14,Below College,0,Yes
E201616,58,Male,R&D,Human Resources,21128,High,31,2,1,6,0,0,2,4,1,2,Yes,Married,28,Bachelor,2,No
E201617,45,Female,Finance,Sales Executive,99522,Low,36,19,13,1,1,1,4,3,2,3,Yes,Divorced,24,College,0,No
E201618,34,Female,R&D,Research Scientist,52322,Low,38,2,1,7,3,0,3,2,3,2,Yes,Single,43,Below College,0,Yes
E201619,53,Female,IT,Team Lead,68929,High,37,5,12,9,6,0,4,4,2,1,No,Married,50,Doctor,1,No
E201620,59,Female,Sales,Finance Analyst,101696,Medium,29,1,3,7,8,0,1,1,1,1,Yes,Divorced,52,Below College,1,No
E201621,30,Male,Finance,Manager,135245,Medium,31,2,0,4,4,0,2,3,2,1,Yes,Divorced,7,Bachelor,1,No
E201622,22,Male,Sales,Research Scientist,29808,Low,1,16,6,8,7,0,1,3,3,1,No,Single,38,Below College,2,No
E201623,25,Female,Marketing,Sales Executive,115148,High,10,8,12,7,6,0,4,4,1,1,Yes,Single,44,Below College,1,Yes
E201624,28,Male,IT,Manager,72882,High,19,3,0,0,4,1,2,3,1,1,Yes,Single,25,Below College,2,No
E201625,25,Female,Marketing,Team Lead,41725,Low,36,1,2,8,2,1,1,4,1,4,No,Married,56,Doctor,1,Yes
E201626,28,Female,IT,Data Analyst,92534,High,8,8,9,4,2,0,2,2,1,4,Yes,Single,2,College,1,Yes
E201627,58,Female,Sales,Human Resources,59950,Low,37,13,6,8,5,1,1,4,3,2,Yes,Single,45,Below College,0,Yes
E201628,50,Male,Sales,Sales Executive,108954,Medium,18,10,10,8,9,0,3,4,1,4,Yes,Single,52,Master,0,No
E201629,51,Female,Sales,Manager,103576,Medium,39,1,11,9,3,0,2,2,3,2,Yes,Divorced,1,Bachelor,0,Yes
E201630,31,Female,IT,Finance Analyst,40557,High,6,1,11,9,2,1,4,2,3,2,Yes,Married,23,Master,2,No
E201631,27,Male,HR,Sales Executive,41825,Medium,4,4,5,2,3,0,2,1,2,4,Yes,Single,47,College,1,No
E201632,27,Male,Sales,Manager,28998,Medium,23,6,14,7,2,0,4,3,2,3,No,Divorced,52,Bachelor,0,No
E201633,47,Male,Marketing,Sales Executive,56080,Low,6,3,14,6,9,1,1,2,1,2,No,Married,40,College,1,Yes
E201634,39,Male,Finance,Finance Analyst,131633,Low,10,13,6,6,5,0,1,2,4,1,Yes,Single,18,Bachelor,0,No
E201635,26,Female,IT,Finance Analyst,147743,High,8,1,4,9,6,0,4,3,4,2,Yes,Divorced,47,Master,1,Yes
E201636,30,Male,Marketing,Developer,77797,Low,29,11,7,1,3,1,1,3,1,2,Yes,Married,8,Master,0,No
E201637,39,Female,R&D,Human Resources,35802,High,2,9,5,1,2,1,2,1,3,3,No,Single,34,Doctor,0,No
E201638,35,Male,R&D,Research Scientist,31167,High,21,0,11,1,2,0,1,1,2,1,Yes,Single,43,College,0,Yes
E201639,23,Male,Finance,Research Scientist,120628,Low,39,18,3,1,2,0,4,4,1,3,No,Divorced,8,Master,0,No
E201640,25,Male,HR,Team Lead,62407,Medium,19,15,13,3,8,0,4,1,1,3,No,Single,29,Bachelor,0,No
E201641,41,Male,Sales,Laboratory Technician,140283,Medium,31,14,10,6,2,0,3,2,3,3,Yes,Divorced,13,Below College,1,Yes
E201642,45,Male,IT,Team Lead,33338,Medium,6,13,0,1,2,0,4,2,2,2,No,Divorced,1,Below College,0,Yes
E201643,22,Male,Marketing,Laboratory Technician,96289,Medium,6,8,1,4,7,0,1,3,4,1,Yes,Divorced,29,Below College,1,Yes
E201644,33,Female,Sales,Sales Executive,91520,High,19,14,11,6,3,0,4,1,4,1,No,Married,50,Doctor,0,Yes
E201645,30,Male,Marketing,Laboratory Technician,38895,Medium,24,6,5,8,6,1,1,4,1,3,Yes,Divorced,37,Master,1,Yes
E201646,37,Male,IT,Developer,67910,High,34,3,3,7,2,0,1,4,1,4,Yes,Married,1,College,0,No
E201647,31,Male,R&D,Developer,129367,Low,23,17,2,8,7,0,3,4,1,1,No,Single,44,College,0,No
E201648,42,Male,Sales,Human Resources,85898,Low,39,7,6,6,2,1,1,4,1,1,Yes,Married,5,Doctor,0,Yes
E201649,31,Female,Finance,Manager,23454,High,12,11,6,2,4,0,4,3,1,3,No,Divorced,53,Bachelor,2,Yes
E201650,32,Male,HR,Research Scientist,137486,Medium,38,14,1,0,0,0,4,1,4,2,Yes,Single,48,Master,1,No
E201651,44,Male,Finance,Human Resources,106540,High,3,14,7,9,4,1,4,1,1,3,No,Divorced,55,Master,1,Yes
E201652,38,Male,HR,Developer,80797,Medium,11,16,14,6,5,0,1,1,2,4,Yes,Divorced,50,Bachelor,0,No
E201653,55,Male,Marketing,Manager,121559,Medium,16,1,14,5,6,1,4,1,3,4,Yes,Single,2,Bachelor,0,Yes
E201654,27,Female,Sales,Team Lead,103137,High,0,11,10,1,1,1,2,4,4,3,Yes,Divorced,47,Master,0,No
E201655,48,Male,Sales,Research Scientist,70637,High,16,2,0,0,1,1,2,4,3,4,No,Married,22,Master,2,No
E201656,51,Female,HR,Research Scientist,144983,Medium,1,6,10,9,8,1,4,3,3,2,No,Single,30,Below College,0,Yes
E201657,37,Male,R&D,Sales Executive,25349,High,5,5,9,3,9,1,1,3,1,2,Yes,Single,11,College,0,Yes
E201658,25,Female,IT,Data Analyst,145416,Medium,10,13,6,3,0,1,4,4,3,2,Yes,Single,29,Below College,1,No
E201659,37,Female,Finance,Research Scientist,59963,High,17,4,9,5,1,1,2,2,2,4,Yes,Divorced,42,Below College,2,No
E201660,38,Male,Marketing,Developer,95583,Low,39,3,11,4,1,0,1,1,1,2,No,Divorced,3,College,1,Yes
E201661,41,Male,Finance,Sales Executive,27750,Medium,24,14,0,8,9,1,4,3,4,3,Yes,Single,45,Doctor,2,Yes
E201662,56,Female,Finance,Finance Analyst,114929,Low,38,6,12,7,6,1,1,4,2,2,Yes,Married,13,Doctor,2,No
E201663,51,Female,Marketing,Laboratory Technician,42463,High,27,2,11,8,5,0,4,1,4,4,Yes,Divorced,56,Doctor,1,No
E201664,22,Male,Marketing,Team Lead,94935,Low,15,12,14,9,8,0,3,1,1,1,No,Divorced,3,Doctor,1,No
E201665,47,Female,Sales,Team Lead,78792,High,11,9,13,6,6,1,1,4,1,4,Yes,Divorced,10,Bachelor,2,Yes
E201666,29,Female,Finance,Finance Analyst,33686,Medium,28,1,2,8,2,1,2,2,4,3,Yes,Married,4,Below College,2,Yes
E201667,54,Female,IT,Data Analyst,126339,High,22,11,2,2,2,1,2,2,3,3,No,Divorced,14,Bachelor,0,Yes
E201668,48,Male,IT,Research Scientist,83528,High,20,11,9,8,0,1,2,3,4,4,Yes,Divorced,23,Bachelor,0,Yes
E201669,34,Female,HR,Human Resources,119811,Medium,15,18,13,1,7,0,2,4,2,2,No,Married,17,College,1,Yes
E201670,52,Female,Marketing,Sales Executive,135691,High,25,18,1,8,0,0,4,3,3,2,No,Married,1,Doctor,2,No
E201671,26,Female,Sales,Finance Analyst,42787,Medium,36,2,13,5,1,1,4,2,1,1,No,Divorced,57,Master,1,No
